transaction_id,customer_id,date,amount,category,type,balance
c2d49b56-cbbe-4980-87e6-7cb090bde900,1422,2024-05-13,6045.12,Donations and religious offerings,Mobile Banking,30241.86
e916da57-f248-43ab-977a-8a5f6ffe33b3,1397,2024-05-14,2466.44,Rent/EMI,Credit Card,64847.23
d96e684f-3db0-474e-b938-878a89b5aab0,1090,2024-05-14,8225.53,Travel and vacations,UPI,73063.95
ba54e920-2099-4180-8762-3997649f7d88,1102,2024-05-14,2516.18,Rent/EMI,Credit Card,53602.11
31274148-7c7c-404e-8422-d03ef29a6339,1430,2024-05-14,3775.89,Insurance premiums,Internet Banking,87027.22
93dfd907-9416-44dc-86b2-8deff8d8b7f1,1084,2024-05-15,3749.85,Travel and vacations,Debit Card,5652.83
8dcdcd03-969b-4662-8562-8059568cc69b,1691,2024-05-15,8625.1,Insurance premiums,ATM,94188.81
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,1388,2024-05-15,2735.98,Travel and vacations,UPI,55916.5
c04a96c4-f3b6-4fe1-9184-332417e8392a,1708,2024-05-16,2470.89,Travel and vacations,Mobile Banking,37217.53
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,1712,2024-05-16,244.34,Savings and investments,Internet Banking,47959.48
76492e64-f55d-4e6d-ad26-8b378f5242d3,1956,2024-05-16,1611.43,Healthcare,Mobile Wallet,49835.58
506e5a9a-b758-488d-ab73-295b344a54b8,1725,2024-05-17,4388.77,Clothing and accessories,Mobile Wallet,54075.97
261e2555-863e-4f2a-98a8-06efeb053fc4,1310,2024-05-17,3143.95,Healthcare,Mobile Wallet,69770.19
93364f7e-83ef-49f3-a1c7-cc8a04351b64,1345,2024-05-17,2610.4,Healthcare,UPI,64348.6
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,1239,2024-05-18,8567.33,Insurance premiums,ATM,32158.54
78e3654b-faf1-4ff0-bb85-179ad5b077e0,1683,2024-05-18,3118.77,Rent/EMI,Internet Banking,98452.34
f5141058-3138-4975-bbf3-3a349c2dfa97,1291,2024-05-18,7800.75,Donations and religious offerings,ATM,84865.26
da09dfa0-5282-4d80-84b5-91f797ac6aa8,1454,2024-05-18,1705.33,Dining and entertainment,ATM,5076.1
cc4d5819-4b9d-4d58-9e5d-9c7ac5acc354,1585,2024-05-18,8169.35,Education fees,UPI,71480.24
bd90b81a-fbe0-46b8-ae0f-65a82a131c1f,1493,2024-05-18,3490.21,Travel and vacations,UPI,38795.22
48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,1253,2024-05-19,6819.4,Savings and investments,Mobile Wallet,78843.38
143029a9-d88f-4c94-88b7-63d5e519dd7e,1829,2024-05-19,7122.25,Groceries and household essentials,Mobile Wallet,34636.26
3acb43a3-d2c7-4ffb-a118-433b882ccd1e,1865,2024-05-19,1778.43,Rent/EMI,Mobile Banking,32141.43
c4da2c2e-1bff-4279-95c1-604fea163354,2000,2024-05-19,2995.42,Healthcare,ATM,10430.99
f319c125-07f1-44f9-8115-6d6d0a4e5b70,1861,2024-05-19,9133.65,Healthcare,ATM,64947.11
b0b862ef-6c9f-42b9-b647-8986a3917c99,1519,2024-05-19,7720.2,Donations and religious offerings,Mobile Banking,4255.88
50843242-168b-4625-b46f-78910964fbbf,1591,2024-05-20,5098.75,Fuel and transportation,UPI,48477.84
1e2595b8-8fc9-486b-a9dd-ebf563119aca,1340,2024-05-21,8424.05,Insurance premiums,Mobile Wallet,86288.73
ef48e8d5-50fd-4d3f-85d5-169590b2b633,1523,2024-05-21,1200.68,Savings and investments,Debit Card,25844.89
1d2c2721-7522-4646-b273-75bf5373bf4d,1911,2024-05-21,5107.96,Rent/EMI,UPI,67311.7
4ef4c34d-5bf8-4f3c-a612-9a1c889d4b76,1204,2024-05-21,1015.02,Rent/EMI,Debit Card,63999.97
03902c5d-6502-46a2-8a6a-2224171e16cc,1001,2024-05-22,6167.36,Rent/EMI,Mobile Banking,41948.48
9a8dca03-580d-4b71-98f5-64135be6128e,1071,2024-05-22,505.95,Rent/EMI,Mobile Wallet,29294.1
ab9099a4-35a2-40ae-9af3-05535ec42e08,1511,2024-05-22,3986.54,Travel and vacations,Internet Banking,14715.72
b17cfb21-cdbc-4c1c-a4af-e7bdae455cc6,1086,2024-05-22,2519.26,Savings and investments,Mobile Banking,72257.37
ec856f37-3bc1-4987-aff8-754d1238d630,1148,2024-05-22,9875.9,Clothing and accessories,Credit Card,79952.13
f81dbaa1-c812-4a8e-b830-89301327f1bc,1519,2024-05-22,788.2,Healthcare,Internet Banking,4241.92
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,1461,2024-05-23,6909.24,Healthcare,Credit Card,3747.67
79ba630a-9118-4400-a336-c243b139c476,1352,2024-05-23,1676.96,Dining and entertainment,UPI,83171.59
290a3abb-c35b-4fea-9578-d70948f9e3d0,1307,2024-05-23,8582.54,Fuel and transportation,Mobile Wallet,46571.0
d248a9a7-ac1a-4554-83c7-5611ffe3fa49,1873,2024-05-23,6564.39,Clothing and accessories,UPI,86616.49
6123fdf7-7656-4f72-a9d4-beef3eabedcb,1141,2024-05-23,5119.79,Utilities,Mobile Wallet,5188.08
a1e518a2-93d2-48d4-a465-5c397d4d2add,1586,2024-05-23,5524.09,Utilities,Mobile Wallet,70914.32
a6846099-f729-4951-8591-31d2bbda0242,1777,2024-05-23,4905.08,Clothing and accessories,ATM,61937.22
1d3ca5a4-929d-4377-9cfb-655f82c42e48,1665,2024-05-23,9753.04,Fuel and transportation,Mobile Banking,54477.9
614ff3d7-19db-4ad0-9dd1-dfb23b982ef8,1824,2024-05-24,3188.76,Dining and entertainment,ATM,21492.79
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,1111,2024-05-24,6787.54,Fuel and transportation,UPI,24769.34
6f5842c3-ff86-4c31-9d66-e8155a4153b3,1730,2024-05-24,781.39,Dining and entertainment,Debit Card,38310.0
bdd640fb-0667-4ad1-9c80-317fa3b1799d,1654,2024-05-24,1157.74,Donations and religious offerings,Credit Card,24866.74
4ceda164-69df-44e9-b896-41dd8570b59f,1681,2024-05-24,5910.05,Fuel and transportation,Internet Banking,31028.91
c33a1f6c-1d69-4fba-9e18-7b248e676a01,1194,2024-05-25,7643.06,Healthcare,Mobile Banking,46948.1
f065c817-687a-4850-9d9b-62317d45d8ef,1979,2024-05-25,3897.12,Fuel and transportation,Internet Banking,69360.81
c5f8bc16-f786-4b50-91c5-8ef0dd463c09,1552,2024-05-25,568.25,Education fees,Debit Card,65189.34
45b89cd9-27cb-4f2a-8da0-1097be0f051b,1150,2024-05-25,293.03,Rent/EMI,Internet Banking,61321.76
5408f9ac-6601-4dd0-b170-f437a8f7ef5a,1851,2024-05-25,4244.57,Utilities,Internet Banking,2428.64
0cf0374c-0c74-4c0f-9a57-553995560a2d,1895,2024-05-25,9993.16,Healthcare,Credit Card,35183.41
09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,1194,2024-05-26,9622.67,Utilities,UPI,99957.41
3b4206c5-085b-45fb-8a8f-f810784c2f29,1212,2024-05-26,5884.51,Rent/EMI,Credit Card,77549.67
ebc2026f-af34-4f65-a193-c4b23c19e71d,1920,2024-05-26,8381.9,Donations and religious offerings,ATM,50702.63
e6b5a92c-771a-4655-8dfc-6ee0e61ede90,1433,2024-05-26,5109.46,Groceries and household essentials,Credit Card,31232.17
15b52908-a8aa-4158-ab70-e525bc67f831,1776,2024-05-26,2441.22,Healthcare,UPI,71328.32
52380bf2-4988-4418-b6c3-1218c1836315,1799,2024-05-26,8740.93,Donations and religious offerings,ATM,77257.31
0d2b91ef-b897-4ec5-aa74-bb18de3b496f,1379,2024-05-26,5174.05,Utilities,Credit Card,24552.92
8da00495-5cce-4ba9-b1d4-ee098fd33afc,1720,2024-05-27,2961.72,Savings and investments,Credit Card,95263.54
0cf477ef-18c8-4616-a410-8e9a3f779cae,1418,2024-05-27,6862.73,Insurance premiums,UPI,84069.23
4169b9fc-c3a0-4c6f-a321-d1e1c47104c0,1389,2024-05-27,1520.37,Travel and vacations,Debit Card,3641.27
ed10f004-df4e-413e-b64e-3dfcbfbeac7a,1372,2024-05-27,3860.65,Fuel and transportation,Debit Card,93150.43
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,1648,2024-05-27,7061.06,Travel and vacations,Credit Card,75633.22
13c11754-27aa-4cbc-a337-7bbcfffe77c8,1928,2024-05-28,3806.09,Utilities,UPI,96432.37
3990e2c9-4c6a-40f4-8ede-c44d476cf68c,1674,2024-05-28,8764.48,Rent/EMI,Mobile Banking,60889.22
05d1fb63-c194-497f-80e3-a026d5b6de85,1810,2024-05-28,9176.73,Groceries and household essentials,Mobile Wallet,99641.01
ca6fbff8-564c-4bd2-bc92-fd81039b058c,1757,2024-05-28,6246.04,Healthcare,Credit Card,59373.25
8ba435cc-2e32-4567-9284-f54efebec0db,1858,2024-05-28,806.38,Savings and investments,Mobile Wallet,61579.59
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,1346,2024-05-29,8144.41,Fuel and transportation,Mobile Wallet,78024.69
966b1964-fcd6-4dca-9876-fd09f1faf665,1140,2024-05-29,1591.7,Dining and entertainment,Mobile Wallet,78917.96
e6697833-b841-40a0-9fe7-71d6d9178793,1443,2024-05-29,9609.84,Travel and vacations,Mobile Wallet,46244.07
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,1843,2024-05-29,4101.35,Healthcare,Mobile Wallet,51891.89
3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,1423,2024-05-29,504.87,Rent/EMI,UPI,15019.31
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,1815,2024-05-29,7372.82,Travel and vacations,ATM,28736.75
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,1968,2024-05-29,420.26,Healthcare,ATM,10170.6
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,1255,2024-05-30,8751.14,Utilities,Internet Banking,80898.21
455ac762-7428-4656-b3ee-4d3b5a104129,1256,2024-05-30,6793.76,Donations and religious offerings,Mobile Wallet,66088.56
dedab027-6550-474a-9422-373f862268d1,1977,2024-05-31,7741.99,Fuel and transportation,Credit Card,4685.62
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,1254,2024-05-31,2704.72,Donations and religious offerings,ATM,38562.9
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,1289,2024-05-31,7274.21,Savings and investments,Mobile Banking,99890.78
dcb33df3-13ee-4dc6-abd1-4d2c75b27455,1979,2024-05-31,1773.17,Clothing and accessories,Credit Card,54854.19
edcb8cb6-0692-4c63-9424-aed51bac5c15,1501,2024-05-31,8659.34,Healthcare,Mobile Banking,48691.97
70e7e756-04d9-445e-b0d7-3df71c221cea,1880,2024-05-31,4252.02,Fuel and transportation,Internet Banking,7547.42
224a66a6-ac0f-4801-95b2-4e1d97154633,1108,2024-05-31,505.49,Fuel and transportation,Internet Banking,14474.69
24c778a5-9b4e-464b-9716-dc2e343ada2a,1141,2024-05-31,5769.32,Insurance premiums,Debit Card,48923.69
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,1634,2024-06-01,583.43,Education fees,ATM,48718.59
d9b59f84-edc3-41c3-adea-2d2d086c405f,1230,2024-06-01,6793.07,Dining and entertainment,UPI,41245.97
65e58f34-5df0-4e8c-878a-aed9233ffc82,1431,2024-06-01,3032.53,Utilities,Credit Card,25544.12
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,1594,2024-06-01,5565.45,Donations and religious offerings,ATM,45248.5
fc902838-d874-4408-b7b2-17c7ae92ea71,1577,2024-06-02,2038.01,Clothing and accessories,Debit Card,68330.41
5553b2fe-6889-403e-9913-f9d3785299f4,1762,2024-06-02,7401.02,Fuel and transportation,Mobile Banking,6468.11
0bc61066-0769-465f-a746-ccb94ca9cf07,1808,2024-06-02,6327.32,Education fees,ATM,33304.23
d18183d1-ac2b-4cfc-85c5-1060991121e7,1983,2024-06-02,4897.64,Education fees,Debit Card,70864.7
9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,1740,2024-06-02,8510.81,Groceries and household essentials,Debit Card,42079.56
a79ac9aa-9b4e-4c24-9479-e1e6c9277d9b,1363,2024-06-02,7988.43,Education fees,Credit Card,88091.84
99546eb4-0025-4ad1-ab22-63dd87c5421e,1412,2024-06-02,7295.73,Utilities,Debit Card,19563.21
30307633-a6de-41d8-9258-17b7cf501889,1527,2024-06-02,3312.87,Insurance premiums,UPI,9990.82
96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,1938,2024-06-02,9986.36,Rent/EMI,ATM,14004.98
2976aab2-2a26-4770-8ddb-1b36272c0588,1211,2024-06-02,5235.09,Education fees,Internet Banking,10213.49
4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,1382,2024-06-03,2395.99,Utilities,Credit Card,22841.61
2a1f1b61-265c-49d9-8962-8f6e929c93b3,1473,2024-06-03,1063.98,Fuel and transportation,ATM,1689.71
688c7015-aab9-4e49-8f2d-479681d2c7de,1156,2024-06-03,4383.1,Donations and religious offerings,Mobile Banking,96564.64
8ce6424d-bef5-4fe6-bf23-3d5f6cedd15d,1621,2024-06-04,8029.22,Rent/EMI,UPI,19418.13
340de049-4147-4506-be2b-f9c9636f6e5c,1504,2024-06-04,8823.62,Education fees,Mobile Banking,37847.08
28fea761-8d49-4e3f-aca8-f78384182d35,1859,2024-06-04,8273.06,Savings and investments,ATM,1658.66
c96b5edb-0cf2-469b-8577-aea9f8999246,1372,2024-06-04,5155.21,Donations and religious offerings,UPI,16418.68
69ce1e4e-19a6-42c9-8d70-0ea43b9b2d45,1250,2024-06-04,907.82,Insurance premiums,ATM,45610.5
a7de02cc-dda4-44a7-8c3c-e284c7e53bbb,1946,2024-06-04,789.76,Dining and entertainment,Mobile Banking,56569.23
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,1979,2024-06-04,5637.78,Education fees,UPI,12662.01
9aea622f-e6e9-47ca-b87b-63849fddde2e,1904,2024-06-05,2013.38,Savings and investments,Internet Banking,39189.16
48998e5f-d40e-43ce-92a7-4a4144bed486,1526,2024-06-05,8038.03,Healthcare,Internet Banking,4863.24
c6435300-68a5-4c68-a32d-bb5e486bb6bf,1224,2024-06-05,9575.74,Healthcare,Debit Card,45770.38
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,1229,2024-06-05,3251.93,Insurance premiums,UPI,32333.55
a663d2cd-b6f6-4bf1-96d4-41cc195d82f8,1890,2024-06-05,9074.98,Dining and entertainment,ATM,21574.87
9e87e04c-a208-4977-a9f2-533683f4a9a9,1458,2024-06-05,7939.68,Utilities,Credit Card,22548.84
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,1149,2024-06-05,7128.38,Rent/EMI,Mobile Wallet,84433.79
69efafb1-3a7e-4e14-a359-eee173991a47,1606,2024-06-05,9418.99,Fuel and transportation,Debit Card,66043.92
36d55494-f37f-450d-ae25-b5ee4f11d8dc,1184,2024-06-06,7701.27,Travel and vacations,UPI,64765.14
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,1867,2024-06-06,3472.36,Dining and entertainment,Mobile Wallet,4823.32
87ea7ff5-8db0-4746-b927-99735e781fd7,1852,2024-06-06,9046.35,Dining and entertainment,Mobile Wallet,79986.58
4223623b-cc3e-4dde-9ad5-cf06364d7c87,1653,2024-06-06,2577.07,Dining and entertainment,UPI,1435.04
6c776e95-0b98-4ccd-92b2-102d940c3503,1362,2024-06-06,2186.43,Fuel and transportation,Credit Card,28345.53
0c00988a-7ee1-411a-8e4c-3ab56d5d0477,1988,2024-06-06,5696.45,Fuel and transportation,Mobile Banking,32162.58
0a8381be-c85a-4a46-90e0-f4a0fbdd3933,1129,2024-06-07,5047.8,Savings and investments,Credit Card,87035.18
7ad465a1-5129-450d-bd2f-4e58b47a1c5b,1919,2024-06-07,7948.09,Rent/EMI,Internet Banking,38895.61
7ba109d0-8567-4805-b4f5-41c0c8c5eb2a,1115,2024-06-07,8881.56,Healthcare,ATM,6801.94
eaafe543-2434-4678-a9e2-7ba9952e6abb,1549,2024-06-07,1541.03,Education fees,Mobile Wallet,52273.98
bed63da0-8033-45c2-9413-d64db962c8a7,1678,2024-06-07,9666.53,Education fees,Mobile Banking,64910.54
7bfdcc12-89e0-4ab3-b250-ee18260a5962,1021,2024-06-07,9663.69,Fuel and transportation,Mobile Wallet,94787.62
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,1645,2024-06-07,6108.27,Rent/EMI,UPI,16258.63
692ac139-1f4a-4ca1-ab85-fd595463adc7,1208,2024-06-08,3434.92,Fuel and transportation,Credit Card,86217.77
91f0647d-0f32-4333-8e31-593734fa32b6,1999,2024-06-08,6867.23,Clothing and accessories,ATM,1790.04
71a3fad2-b094-4d2a-aaa9-3b436d15f16f,1963,2024-06-08,3785.5,Fuel and transportation,UPI,58794.57
f1578470-0182-47c4-ba1b-58066160a6b4,1448,2024-06-08,850.4,Groceries and household essentials,Internet Banking,73586.13
0b599562-2227-419f-951f-f086c1b5b5ca,1183,2024-06-08,1114.81,Utilities,Mobile Banking,15315.3
56febfb9-ebe9-4207-8f19-9ec0c32d4526,1412,2024-06-08,3691.08,Insurance premiums,ATM,57243.02
cb8383f2-bb96-4602-ab11-5c3675f8e3a8,1635,2024-06-08,1517.1,Healthcare,Debit Card,94931.62
3a67470c-7d98-402f-b357-41e5fe1a1ba9,1829,2024-06-09,6020.33,Travel and vacations,Credit Card,68235.2
03cde2e3-21bd-4b41-8699-8731ddcf8766,1266,2024-06-09,7055.18,Rent/EMI,Mobile Banking,28914.9
04aac1b7-5ca0-4428-822c-4d326c645c15,1070,2024-06-10,9862.07,Healthcare,ATM,29065.53
b42a0456-8736-4a84-b25e-134d86879aa9,1991,2024-06-10,3589.64,Clothing and accessories,ATM,67879.75
13b11e59-c85c-4714-bbf6-95524cbc9044,1648,2024-06-10,4322.63,Insurance premiums,Internet Banking,38639.98
edd96831-1ca3-4cfb-84fc-6d827d154385,1549,2024-06-10,4513.7,Insurance premiums,Debit Card,28215.24
3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,1966,2024-06-10,4844.39,Dining and entertainment,UPI,87104.5
663f1c97-9562-49f0-a5d7-b8756dadd6c7,1940,2024-06-10,55.69,Education fees,Internet Banking,2437.94
67fd64c4-a334-458a-abd2-b5121335e5db,1109,2024-06-10,960.63,Dining and entertainment,Internet Banking,36311.79
c72c1fe3-72c2-4a16-b9eb-4168104556e5,1066,2024-06-10,5522.47,Dining and entertainment,Credit Card,85210.52
dafec8a9-3c71-40be-b357-956071d79665,1744,2024-06-10,4273.77,Insurance premiums,Mobile Banking,99512.27
4eea04e7-0ab5-4bde-a0a0-45026e068097,1281,2024-06-10,4426.73,Donations and religious offerings,Credit Card,23832.11
044251db-d0d4-4a67-b992-8faa4cbf131d,1698,2024-06-11,7634.43,Groceries and household essentials,ATM,62804.86
f8b38a8b-e05f-48bc-8a16-a06cc958e75e,1149,2024-06-11,1419.12,Dining and entertainment,Mobile Wallet,47509.27
fdab3441-d2c2-4960-8b09-01abc66dceb3,1652,2024-06-11,3257.69,Utilities,Mobile Wallet,35547.66
a52964ff-c74c-4890-bc6a-3174113634a5,1884,2024-06-11,3883.12,Dining and entertainment,Internet Banking,39086.06
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,1527,2024-06-11,5771.72,Donations and religious offerings,Debit Card,29481.56
4b87959f-f0cd-4f05-aa87-855ea38295d3,1334,2024-06-11,3214.67,Dining and entertainment,Debit Card,7931.4
2fdc9992-8971-4eea-9f3a-098accac2fb5,1845,2024-06-11,954.41,Savings and investments,Mobile Banking,63935.04
fb25664d-630a-4767-a2bb-522b0b251279,1632,2024-06-12,6395.4,Savings and investments,Internet Banking,66098.79
f54ad0a2-e874-46d7-ad66-a1bd93676a02,1340,2024-06-12,5541.58,Clothing and accessories,Internet Banking,45806.79
5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,1571,2024-06-12,6799.87,Dining and entertainment,Credit Card,72511.5
732e2016-add7-42c9-a747-b93c9ae77eab,1173,2024-06-12,6868.89,Fuel and transportation,Debit Card,27257.44
ca00ef58-6c52-4d13-b719-bb682775ee42,1204,2024-06-13,7790.69,Clothing and accessories,Debit Card,36113.22
8b1e3b9d-c34b-4fbb-8d4a-75b8551ac8ea,1471,2024-06-13,8328.66,Education fees,ATM,43952.82
85c7504b-c693-4a11-b9c6-a1ca9e50aa42,1744,2024-06-13,1587.5,Insurance premiums,UPI,10352.65
f0bbac67-aa38-40a1-aba2-5efe311c6eb6,1446,2024-06-13,8266.06,Savings and investments,Credit Card,32569.31
95a5bafa-431d-429f-ac1e-86d8bfbf397b,1538,2024-06-13,5463.62,Clothing and accessories,Mobile Banking,2523.26
d0b1fde0-31f3-40c0-a2f3-f0687c0f549d,1748,2024-06-14,8161.68,Utilities,Internet Banking,65923.42
9261549d-3d22-4c30-b28f-41defb140bc3,1405,2024-06-14,8711.72,Donations and religious offerings,Credit Card,22546.42
dd1ca267-530d-4da6-88d0-f9e5991965ea,1199,2024-06-14,5029.75,Travel and vacations,Internet Banking,53218.93
81cf3252-9815-4d6c-9d71-3084171dabf9,1469,2024-06-14,6500.44,Donations and religious offerings,Debit Card,1901.38
c7332304-4822-4120-84f9-eccd7630a8a7,1146,2024-06-14,9857.67,Clothing and accessories,Debit Card,41649.24
32ffe294-4d57-4880-9865-d69a74f33103,1344,2024-06-14,8770.11,Savings and investments,Debit Card,59926.02
deef580f-9c07-4751-9437-45092cd1586a,1671,2024-06-14,6999.88,Insurance premiums,Debit Card,59706.6
93267d25-234b-4562-98af-5cca6b11b7cb,1800,2024-06-14,1946.26,Education fees,ATM,75836.36
10435a10-98ae-4334-ac12-ace8ae340454,1675,2024-06-14,4779.06,Clothing and accessories,Debit Card,26873.13
54ec3f33-8a62-4cbd-a582-b678ad5229dd,1258,2024-06-14,2221.18,Dining and entertainment,UPI,52303.47
3cb98350-1b4d-40fe-bbb3-8605da743152,1157,2024-06-14,1664.36,Donations and religious offerings,Mobile Wallet,62661.68
5fc64cd0-721e-4b1f-b895-89399342a09f,1871,2024-06-15,4808.54,Insurance premiums,UPI,88669.33
d9750f00-d5ab-48ae-9112-fbc03d8f95f4,1658,2024-06-15,2790.02,Insurance premiums,Mobile Wallet,35196.57
82c56b21-2430-42da-b185-0eb85f90fc87,1200,2024-06-15,1916.06,Insurance premiums,Debit Card,45976.08
6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,1061,2024-06-15,1700.93,Dining and entertainment,Mobile Banking,75021.29
ad1db537-d7f3-4368-82ef-eecb3f5fbf4f,1954,2024-06-16,6272.4,Travel and vacations,Credit Card,49309.82
01bb819c-4dfe-4117-a2af-711f1b628a9d,1004,2024-06-16,6285.53,Rent/EMI,Debit Card,69505.71
170d7507-05ee-41d4-bf53-a88e4efc8248,1042,2024-06-16,7612.04,Healthcare,Mobile Banking,22244.92
0592bfa5-b928-423f-8ee4-334ece920136,1472,2024-06-16,553.85,Savings and investments,Internet Banking,82257.7
9c7eb575-637d-4cd6-98d3-148b503b4078,1465,2024-06-16,3353.13,Savings and investments,Mobile Banking,47576.8
faebcd19-e550-4ea2-a133-a34d8b0e8eb1,1859,2024-06-16,5705.38,Education fees,Mobile Banking,68452.73
12738a23-5aaa-432f-8e63-22b6ab05347f,1744,2024-06-17,669.7,Fuel and transportation,Mobile Banking,21130.5
96c044d0-6f88-4f28-be49-fd091b19d8b8,1587,2024-06-17,6782.39,Insurance premiums,Internet Banking,81928.56
7e8f8095-624c-49b6-b244-45a7b7e58481,1495,2024-06-17,2801.17,Savings and investments,Mobile Wallet,52701.37
d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,1088,2024-06-17,704.19,Insurance premiums,UPI,72027.53
fadd7ea3-aca5-42fd-b966-442aad238d36,1856,2024-06-17,9056.21,Savings and investments,Mobile Banking,2135.32
d226a8b3-b674-410d-9218-c9d6c093bfb0,1135,2024-06-17,6491.35,Savings and investments,Mobile Wallet,1342.14
4f2dad3f-10d4-4e39-9612-37c9e25df9a8,1087,2024-06-17,1138.23,Rent/EMI,UPI,66637.04
2d79a2d1-506e-40c7-baa0-61e9336b00cb,1501,2024-06-17,3624.55,Rent/EMI,Debit Card,94834.39
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1378,2024-06-17,5845.97,Fuel and transportation,Internet Banking,13180.83
c38c1dec-5da3-4a73-ba3d-f7ff43b47ee5,1803,2024-06-18,2105.87,Rent/EMI,Mobile Wallet,6406.1
e5a4983b-a383-489a-9b2c-6ac89c678393,1778,2024-06-18,7969.94,Fuel and transportation,ATM,93273.55
c5c5b37a-f85e-46a1-9dad-09b252c21221,1867,2024-06-18,1126.77,Clothing and accessories,Credit Card,11931.09
af5b8f47-ceae-41cf-8e00-0af03eb05181,1819,2024-06-18,3009.58,Savings and investments,Mobile Banking,8932.82
38ba8abc-4b53-45e5-97d2-582e046a0df5,1849,2024-06-18,6599.39,Dining and entertainment,ATM,56809.94
2a935d62-3c83-4dc0-9944-1fa5c0e9ab30,1904,2024-06-18,6925.65,Fuel and transportation,Mobile Banking,4084.8
1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,1709,2024-06-18,2680.4,Healthcare,Debit Card,95755.07
28e333b6-4e8a-4c4b-b724-20411e43fbd2,1517,2024-06-18,1378.46,Insurance premiums,ATM,59393.63
6a944054-b241-4482-9198-94d886433603,1959,2024-06-19,4987.04,Education fees,UPI,8241.76
c9230c64-c006-4b5b-b678-39b222b5f457,1985,2024-06-19,1779.26,Clothing and accessories,ATM,38031.22
8d605936-0380-4b70-8d03-c91e4f8d5238,1795,2024-06-19,9417.0,Savings and investments,ATM,88392.55
8ff8869d-0ec0-413d-aa2c-7a517688d11f,1069,2024-06-20,3537.29,Utilities,UPI,627.48
87fa841a-3e83-491f-a544-0fe06e417d47,1672,2024-06-20,9645.88,Savings and investments,Mobile Wallet,15462.15
7746d0ba-8ae8-405b-94b4-a48268586eba,1230,2024-06-20,6493.97,Dining and entertainment,Mobile Wallet,14652.51
92170475-3d95-4e3f-9a52-26e69d642932,1143,2024-06-20,7217.12,Healthcare,Debit Card,91731.49
764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,1785,2024-06-20,8193.35,Savings and investments,UPI,64448.57
fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a,1856,2024-06-20,4622.84,Utilities,Mobile Wallet,16219.36
10714d51-36c5-4dac-b4d7-e28e271e3ee2,1603,2024-06-20,6628.77,Rent/EMI,Internet Banking,11920.24
45ff2c83-b495-4b4e-8245-6fb44ab7706e,1113,2024-06-20,2868.3,Travel and vacations,Mobile Banking,48919.96
9d896047-dd39-4793-a257-a4a2f204be89,1500,2024-06-21,1714.17,Savings and investments,ATM,79690.15
46a56fe8-6f46-41b1-aace-1aa9103246b3,1501,2024-06-21,7862.85,Utilities,Debit Card,61640.73
871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,1739,2024-06-22,4721.43,Education fees,Debit Card,37385.14
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1378,2024-06-22,2885.62,Healthcare,Mobile Wallet,54550.19
c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f,1326,2024-06-22,7355.29,Education fees,Internet Banking,13511.23
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,1765,2024-06-22,8943.97,Clothing and accessories,Credit Card,87808.98
8b60c511-b816-4aeb-ac6a-7c8576876c62,1224,2024-06-22,5778.14,Insurance premiums,Credit Card,93553.0
55b145e4-70b2-4304-945c-d88ddcb9075e,1313,2024-06-23,1711.85,Groceries and household essentials,Credit Card,94872.11
